ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_efm24
2024,01,24160,1,0022,1,1,202401241601002211,1,1,1,1,2, ,2,40,1,1,25,1,1983,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1821.3527316698
2024,01,24160,1,0022,1,1,202401241601002212,1,2,2,1,2, ,1,43,2,2,15,10,1980,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,9, , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,3, , , , , , , , , , , , ,1,1850.89056217452
2024,01,24160,1,0022,1,1,202401241601002213,1,3,3,1,2, ,1,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,21682,1,0003,1,1,202310216821000311,1,1,1,1,2, ,1,62,1,1,20,3,1961,1, , , , , , , , , , , , , , , ,9549,4789,2, ,2,2,1,1,0,0,0,5,0,12,5,22, ,22,1, ,1,2,2,2, , , , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1, , ,1500, , , , , , ,1500,1500,1500,1,537.625699546285
2024,01,21682,1,0003,1,1,202310216821000312,1,2,2,1,2, ,2,70,2,1,21,7,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,494.508818843742
2024,01,21682,1,0003,1,1,202310216821000313,1,3,3,1,2, ,2,38,3,3,5,11,1985,1, , , , , , , , , , , , , , , ,3221,8790,3,2, , ,5,1000,12,0,12,0,12,0,12,48, ,48,1, ,2, ,2,2,4,1700,100, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1700,433, , , , , , ,50,2133,2133,2183,1,652.032438917255
2024,01,21682,1,0003,1,1,202310216821000314,1,4,5,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,17616,1,0043,1,1,202210176161004311,1,1,1,1,2, ,2,47,1,2,27,9,1976,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,1,7, , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,222.180924740316
2024,01,17616,1,0043,1,1,202210176161004312,1,2,3,1,2, ,1,24,2,2,12,6,1999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,1,13,8,2,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,261.879339778804
2024,01,23046,1,0014,1,1,202301230461001411,1,1,1,1,2, ,1,39,1,1,18,10,1984,1, , , , , , , , , , , , , , , ,7322,3100,2, ,3,2,1,1,0,6,6,6,6,4,8,36, ,36,1, ,1,2,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,900, , , , , , ,900,900,900,1,866.686850264129
2024,01,23046,1,0014,1,1,202301230461001412,1,2,2,1,2, ,2,37,2,2,30,9,1986,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,852.855643921114
2024,01,23046,1,0014,1,1,202301230461001413,1,3,3,1,2, ,2,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,23046,1,0014,1,1,202301230461001414,1,4,3,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,23046,1,0014,1,1,202301230461001415,1,5,3,1,2, ,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,23535,1,0074,1,1,202210235351007411,1,1,1,1,2, ,2,80,1,1,12,2,1943,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,12,2, ,2,2,2,2,2,2,10,9,4, , , , , , , , , , , , ,1,705.420999514513
2024,01,23535,1,0074,1,1,202210235351007412,1,2,11,1,2, ,1,74,2,2,19,5,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,11,5, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,766.927593375171
2024,01,21937,1,0039,1,1,202401219371003911,1,1,1,1,2, ,2,32,1,1,20,3,1991,1, , , , , , , , , , , , , , , ,9329,5610,3,5,3,2,1,5,6,0,0,0,0,12,12,30, ,30,1, ,2, ,2,1,2,120, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,1,520, , , , , , , , ,520,520,520,1,1521.4512779991
2024,01,21937,1,0039,1,1,202401219371003912,1,2,2,1,2, ,1,33,2,2,3,7,1990,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,10,0,8,10,10,10,10,58, ,58,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,1, , ,1200, , , , , , ,1200,1200,1200,1,1546.12544966794
2024,01,21937,1,0039,1,1,202401219371003913,1,3,3,1,2, ,1,15,3,3,26,9,2008,1, , , , , , , , , , , , , , , ,7411,4321,3,5,3,2,1,2,8,0,0,0,0,0,0,8, ,8,1, ,2, ,2,2,2,25, , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,1,108, , , , , , , , ,108,108,108,1,1360.05776736417
2024,01,21937,1,0039,1,1,202401219371003914,1,4,3,1,2, ,2,14,4,4,1,11,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,3, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1465.57529513015
2024,01,21937,1,0039,1,1,202401219371003915,1,5,3,1,2, ,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,49936,1,0016,1,1,202401499361001611,1,1,1,1,2, ,1,40,1,1,1,4,1983,1, , , , , , , , , , , , , , , ,7113,4100,3,5,1, ,2,35,0,0,8,8,8,8,5,37, ,45,2,45,2, ,2,2,2,600,60, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,1,2598,260, , , , , , , ,2858,2858,2858,1,1694.25215529141
2024,01,49936,1,0016,1,1,202401499361001612,1,2,2,1,2, ,2,38,2,2,20,5,1985,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,1,0,0,4,4,4,4,4,20, ,20,1, ,2, ,2,2,2,180,40, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,9,1,779,173, , , , , , , ,952,952,952,1,1667.21407210163
2024,01,49936,1,0016,1,1,202401499361001613,1,3,3,1,2, ,2,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,49936,1,0016,1,1,202401499361001614,1,4,3,1,2, ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,49936,1,0016,1,1,202401499361001615,1,5,3,1,2, ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,01,19333,1,0034,1,1,202301193331003411,1,1,1,1,2, ,2,60,1,1,14,2,1963,1, , , , , , , , , , , , , , , ,9531,4799,2, ,3,2,1,1,0,2,2,2,4,0,1,11,6,17,1, ,2, ,2,2, , , , , , , ,500, , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,550,320, ,500, , , ,1370,870,1370,1,500.483561964044
2024,01,19333,1,0034,1,1,202301193331003412,1,2,3,1,2, ,1,36,2,2,3,6,1987,1, , , , , , , , , , , , , , , ,4416,5229,3,5,1, ,1,15,3,0,3,0,3,3,0,12, ,12,1, ,1,1,1,1,2,280, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1212, , , , , , , , ,1212,1212,1212,1,670.612522816993
2024,01,19333,1,0034,1,1,202301193331003413,1,3,3,1,2, ,1,28,3,3,14,8,1995,1, , , , , , , , , , , , , , , ,2164,1103,3,5,1, ,5,1000,8,8,8,8,8,8,8,56, ,56,1, ,2, ,2,2,4,4700, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,4700, , , , , , , ,1184,4700,4700,5884,1,670.612522816993
2024,01,2153301,1,0051,1,1,20230121533011005111,1,1,1,1,2, ,2,43,1,1,6,5,1980,1, , , , , , , , , , , , , , , ,220,8423,3,1, , ,5,9998,16,8,16,8,16,8,0,72, ,72,1, ,2, ,2,2,4,3000,23, , , , , , , , , , , , , ,1,4,2, ,2, ,2, ,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,11,5, ,2,2,2,2,2,2,10,7,1,3000,690, , , , , , ,67,3690,3690,3757,1,784.193536802323
2024,01,2153301,1,0051,1,1,20230121533011005112,1,2,3,1,2, ,1,17,2,2,4,7,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,1,1,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,701.00733836671
2024,01,26470,1,0065,1,1,202401264701006511,1,1,1,1,2, ,1,76,1,1,22,9,1947,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,1,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1289.15548651721
2024,01,26470,1,0065,1,1,202401264701006512,1,2,2,1,2, ,2,64,2,2,27,10,1959,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,3,1,4,1,4,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1185.76689596787
2024,01,26470,1,0065,1,1,202401264701006513,1,3,3,1,2, ,2,23,3,1,10,3,2000,1, , , , , , , , , , , , , , , ,3322,1103,3,5,1, ,5,9998,0,9,9,9,9,9,9,54, ,54,1, ,2, ,2,2,4,1700,150, , , , , , , , , , , , , ,2,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1700,150, , , , , , ,17,1850,1850,1867,1,1506.06796001865
2024,01,18324,1,0022,1,1,202301183241002211,1,1,1,1,1, ,1,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,01,18324,1,0022,1,1,202301183241002212,1,2,2,1,1, ,2,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,01,18324,1,0022,1,1,202301183241002213,1,3,3,1,1, ,1,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,01,18324,1,0022,1,1,202301183241002214,1,4,3,1,1, ,2,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,01,18324,1,0022,1,1,202401183241002216,1,5,11,1,2, ,2,28,5,5,6,12,1995,1, , , , , , , , , , , , , , , ,4417,8549,3,5,1, ,2,30,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,2,4,1200, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,9,1,1200, , , , , , , ,166,1200,1200,1366,1,349.595089173263
2024,01,18324,1,0022,1,1,202401183241002217,1,6,11,1,2, ,2,19,6,6,8,8,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,336.756052198379
2024,01,19758,1,0009,1,1,202401197581000911,1,1,1,1,2, ,1,57,1,1,5,9,1966,1, , , , , , , , , , , , , , , ,9622,9499,3,5,2,2,1,4,12,0,12,12,12,12,12,72, ,72,1, ,2, ,2,2,4,1360, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1,1360, , , , , , , , ,1360,1360,1360,1,1558.3353599449
